DcvWjbfiNle_GCFmjuUUrw,American (New),4
7LJF6E-r34rnY7tMeqgukQ,Italian,5
LcahV8saJd80ACayce9MLQ,Nightlife,3
vQk4FPv_0bxGhFpW_dhgJA,Pizza,2
9ESlxgMuI7tZf-532RuGCg,Beauty & Spas,5
q3ycagiLqUaRkOgEPf_gbw,Salad,2
ndOPpJvi99tGI98aatc0NQ,Coffee & Tea,4
571JK5iN0QTda9A8keTWVQ,Pizza,5
k1mnHM4KWktXImbroKR7nA,Amusement Parks,4
DAw1Q6g9DRNUSmiPBQGG-Q,Kosher,5
amvZ9tmLWraWoML6K4Xiuw,Amusement Parks,3
PUHp7ftPVLMBi0oISMvHkg,Nightlife,5
xf7IkoDsNrJasHBrjORQRA,Food,4
bmjZVlu-GdjK6f_c8FLNvw,Mexican,5
yvMQhKw2_dq-bgf3lOCjEg,Distilleries,4
AFIWwcbi13R7W74-Sk-u-g,Arts & Entertainment,3
EyEeIZ3P_eh3V_3EiNPTdQ,Pizza,3
lxZtTYv-q06dZvkY2nWovw,Pizza,5
TpiYKtjWF9BbWRn33s7eOQ,Amusement Parks,4
jhXRfyCa05Ge2ll8AeP58Q,Beauty & Spas,5
53xyk2V3UofLzcMwj1QV9w,Restaurants,5
6vPuxNImzY-f2YOjkxhqTw,Art Galleries,5
ID_723qIa7kgSCc9tl6f-w,Restaurants,4
7-9PCg991Y5YPjkr4Ngu8A,Amusement Parks,1
WOpdd2yNtkQgbpqNgFMzOQ,Event Planning & Services,4
N6SaTtER9lLsYVFKAhk_XA,Restaurants,5
yb3X0Tct-FotYGmY0sX52w,American (New),3
7L8O8wNZ5bnbZrbDiZ8w9g,Beauty & Spas,5
lP8_lPjrzeYMu2wwOXy3IA,Restaurants,4
Q1NOOUUhY-jQc2y5MZgdhw,Restaurants,5
WLqrcVSeTNnW8JvOcf-j6Q,Art Galleries,4
3ItZMmWMLA-enY2yQY0tAA,Restaurants,2
fvGdiLZoWo8zcgsnBBUeNw,Escape Games,5
PZNMPWCViVX8JLsn10MSnQ,Sandwiches,4
OCyOoI4B-FedMrTDsaGi3g,Breakfast & Brunch,2
m6wcSnWzVWgqisZNQn-gIA,Tacos,1
T3p9EIkwmsdlcX5Voi9XFQ,Art Galleries,5
UHYLdb2e-6ojMyLtFIQdLg,Breakfast & Brunch,3
FH3GgmOeAgXST37jG1-uWg,Breakfast & Brunch,3
G4hBoe1RFJyizsKHIhkIoA,Restaurants,4
lV0TGQufw-draFAWiawdSQ,Restaurants,5
PvhYkXqMBQlIL4AACUTIew,Japanese,4
K1OGaKmcJ_8fzyyDbMOoIA,Car Dealers,5
TSI1MsquZ5txn-1TrcCZBA,Pizza,4
Ishvcor7iAYRMgCr1odT9Q,Escape Games,2
1Sl_w3Reyrirhxp4wpW4lQ,Health & Medical,5
2MXNCj-LJlrKp-03tRONHg,Italian,5
Id-1NtYpZfKLOBOX_s6l9A,Mexican,4
rrVtOCkC50Bv_hA7jKA2HA,Photographers,5
2A_jCh4rqUBAo_A6R6nEDg,Italian,4
ve-tavW_TAB4IJvMBC_Www,Kosher,5
wwKQ3KG83TB3va3rUfIbTg,Real Estate,5
6_OsfMU6GhlnhKE1g28r9g,Amusement Parks,1
LjbzEuReD6sP-gxxScO4sA,Breakfast & Brunch,2
zXX9MxRLz1s3gCwlamydWA,Event Planning & Services,5
hUr9v16b6Exo3PR6UFCmUw,Kosher,5
jJlYRJXPdIolKbuqGiZ-CQ,Restaurants,3
GxkY7BqazkQu6I9HBDpbqQ,Nightlife,1
gh7qVJjbpZAnEbdyolMR_Q,Restaurants,5
jTvATg85gVhS0kifVfK-lA,Pizza,3
kCJxSZS36cJnaqsGVPHF8g,Amusement Parks,2
qql_O0JGevCVE8Bix9DsbA,Event Planning & Services,3
BtFFmo97GvYL2i7iZ33Kig,Amusement Parks,4
g05jfdQIwe_ANt75NprQkw,Cafes,4
k54pgAD0yXDlPQ3OTJzqYA,Amusement Parks,5
4KUV9wODCqcI69K5bMNPVw,Amusement Parks,5
0mE8goWVd8yRKbDHYi08pA,Restaurants,1
nZzfFwxalMntqhWedY7sWA,Restaurants,3
JADdo9NEeO5Az9aOYbyvZA,Amusement Parks,4
oT4-j7Kht8P-8EfE9FZCKw,Amusement Parks,5
kkrU-no5D9O0ojW8II6G4w,Kosher,4
zrqxV5G0bUIKvGObnMSNcA,Breakfast & Brunch,4
sbtSsIQKYRPmS4KJ6jdYnw,Food,2
zYRIui8AIk69xcK0zRD0zA,Amusement Parks,5
Ya4iCiP7gXpZHIQbqr8_Lw,Restaurants,2
_cOij48bb85bmPMx5GWuwg,Restaurants,1
2xb2kHnC-mFhtGggWBhZFQ,Amusement Parks,3
93cD5Ev-PhA1Hut7wU0ctw,Burgers,5
BGypylh2KjIr8GebzSU3fg,Amusement Parks,5
xKDnJFBZBTzPHGBLV8MLtg,Beauty & Spas,1
G5reVMkdwUc-souSaLdm_Q,Soul Food,2
gs3RMGjEcg-YfDUw9sVtAg,Restaurants,2
UxE2DYjmzeZ54s6xUOt-ew,Amusement Parks,4
Rllyu9rsPvQeKfFMatWabA,Breakfast & Brunch,4
hurnfMzgL3Id73mvg_mFGQ,Soul Food,2
8OeTLey-p-WaL9ErNEci1Q,Breakfast & Brunch,2
wdMwrP1lVfghSV9ulNvCzA,American (New),4
BKMP5NtMa-VqP_lnWjbOYw,Restaurants,5
XdLf7dZH-6kEcZMzo-lG8A,Nail Salons,4
XYZw8rWQ0wjMWQChRCU8Hg,Pizza,3
DuKiq3MPeLXESTZXRhJPHw,Breakfast & Brunch,3
K8JQPCV_m5O8HQx9LpT7-g,Optometrists,5
XqZrVXbkRhaqNMsid7pOkQ,Restaurants,3
4vbY4Iq8aqfuEcLuBPGvAA,Breakfast & Brunch,3
-x8cmjyJoeBQhC9XySyUzQ,Event Planning & Services,5
Yj9TXFf1qNuIyVFT3EHzDA,Breakfast & Brunch,3
MZ4nz4tPo56ym8j55kxnZg,Amusement Parks,3
PejaixvlstYXCoIINrBmAg,Japanese,5
lb5pZtcuMocCMZRzg4ksrg,Event Planning & Services,4
D6MrayYrbtxz-aZxCeYgyg,Pool Cleaners,5
eQB1Bq54dRWKUfslBdoXmw,Pizza,4
aYL7qtwOMdzYayaddq_Hnw,French,5
HiB4bp3YNK66akthY3BRRQ,Restaurants,5
SwjaMXIoXKKLmH_MX6aXrQ,Soul Food,3
wM7O0Fja6NIhL-m6FrfGYQ,Breakfast & Brunch,4
amk01zj6zRo5-eUQW_Yhkg,Breakfast & Brunch,4
vjUyD8NE4zjYgQvtPLG7dg,Japanese,3
0PZwJGirs4V4FGMZnCj7xQ,Pet Boarding/Pet Sitting,5
cKJ0r01eF7E-tYp2FQOyRA,Restaurants,4
FzNARdEEWnoQl9nEDzp3BQ,French,4
Zbd1t20M9nQjCluoalOOig,Chinese,4
4HwYBVZbdrLKCv2gE7_szQ,American (New),4
i2AnARp-ZyXpwRCwxKuVVg,Italian,5
SHJo1dtnlOIfndhBcon-xg,Amusement Parks,4
XPTsmTZqvWbvlMwboks7Hw,Health & Medical,5
cw8K0_qqlOW3dW3VuvMULA,Amusement Parks,4
4yFki3yti_E4_yFmGuOgpQ,Breakfast & Brunch,3
1dFC0YhcvFu1ibPVYTkEfA,Wine & Spirits,4
sHz8hRroK6STzNmLKl0BEg,Restaurants,5
dfgPj43FVRnKIfxjLclqTQ,Nightlife,5
ezDakmqFxGBZHELkyiWhGg,Amusement Parks,5
hMTdX7beby4HsnFyc1-MEQ,Beauty & Spas,5
jsbGw8PFRtN_r4aC4Bg_tQ,Breakfast & Brunch,4
MPGqUhAsmVEHq9k9X6VZKw,Skin Care,4
by_9_MPODdoXGrLHqDm05A,Chinese,2
fLvswOiBD_RiokA16Vh-pg,Restaurants,2
CJBO0RheMlZOnuY-_xKDyg,Breakfast & Brunch,4
DgrIg1OR7arL8tVRiZ-psA,Shopping,3
5bTxM0hZtvlocinGgrXe-Q,Beauty & Spas,5
wtm1kq5hKCbgJUJ-_GxHMw,Amusement Parks,4
mIuVfCFl1rAU1ereKjeXxQ,Amusement Parks,5
7UMY7KAF1wlJSZ7LHja3KA,Beauty & Spas,5
_I9-xoGHVeH1yZfDUyWuvw,Escape Games,5
Z4uvXYqvOfVR32VGvNsLWw,Bars,2
IUZ4PvsxXDUbOClfigtBBQ,Delis,5
cW1v5mgoC8KAZsHanDLAUw,Restaurants,1
z9SlvSK6UHC9iMOTNDcFXw,Restaurants,5
8Y5EYJo9FT6DQPaxflGzFg,Bars,5
LrH5Gpy0rlQR6Yh0VhiDRw,Restaurants,4
Mdkuwout__U_XQFuh30fuw,American (New),4
UJqWI72iiIhvvDKSX6pZiA,Hair Salons,5
EK4B8i9FJfw539XnWGAV0g,Breakfast & Brunch,4
IT3FipBqYb_ajgg7gyNbTw,Restaurants,2
D43OWyfzIQjL8feJpYh2SQ,Amusement Parks,1
vYsN7bx9TdHxl5-WVoqTGA,Turkish,1
PYsSttr-S5Ggc2Dh3EVQ0w,Breakfast & Brunch,5
tlTuLJOkeWga6vV3H6wnIg,Breakfast & Brunch,3
3OZdx3SWw1SIcuwCVgtkIA,Amusement Parks,4
DKdttAvXagfAfNFIKeApuw,Food,2
IbBym_4jXzTwhUQ4oxE47w,French,4
806NU_cQ8GkCXsDWeNzpnA,Restaurants,3
mx7pTaCNVXRwpYrpd_sARA,Beauty & Spas,5
cpyf07RSNpjfSIg-pA99TA,Amusement Parks,4
P5f5Dx3_rL0znuE4wy77xQ,Restaurants,1
mOVyk3O18VY5nrUMTZgM1w,Restaurants,3
n6aExZyJAWFgvaSqm0D9MQ,Chicken Wings,4
ORwGJyAcsH8nlFZPJKLguw,Breakfast & Brunch,1
3dSBhoL2C9CQfjDMtCx3mg,Breakfast & Brunch,1
4oSao9GTLxFTurp9NFpE4Q,Pet Boarding/Pet Sitting,5
R9UNH0rb3a_glQlk4ylKCw,Restaurants,4
DEaN0t6XxIyj5g3LFe2nvg,Kosher,2
buddDYW0xrWmPiXOGzCH6g,Skin Care,5
p30VbeNZC6mzRUTL6lg69w,Arts & Entertainment,5
p5ixHslaGctaxm8Z8u8QzA,Car Dealers,5
On3YvQALv_5kajNS8C3V8w,Italian,5
SkzakhR5NaWadft1_hLU-A,Skin Care,5
rXfa957q-gTiJ-pT9MUpxg,Kosher,5
bvNQeKlyyAqNx7uUYkuPhA,Restaurants,2
Akk3JwQ4Rv9v0cm9u8jtMw,Amusement Parks,5
gm1hD6Z1-XJ0K4EjarpP7A,French,3
vtv4AZtMBxOdUtY8zTvkdQ,Nightlife,5
V9o57LjR2CXPet2mZ759ng,Pizza,2
9R19VOuHHzdsZUrE0eecgw,Nail Salons,5
ccqlLGfbdxGX6t6wE53R7A,Furniture Stores,5
R1RDHafKh9T426DijeRixA,Food,1
7vomvJjoNBthj7iVo1lFqg,Mexican,5
nHZMMEutNBhg2PB03eea0A,Health & Medical,1
yaWnpONXlvdXbi36aKcznw,Restaurants,2
0R6vDbtDVXUCQklidH3xwg,Breakfast & Brunch,2
GhZw_xv3-yOFiHs8XRy3hQ,Beauty & Spas,5
9uKbKAfG_N2MrXDZdUuV3Q,Restaurants,4
06vf_pAsZTxyMjwf7cfGYg,Amusement Parks,5
xIdXYxcSxF5WPpq1S5Uw8Q,Restaurants,4
V6MsTK2hkVOMqilpcZpb1A,Chicken Wings,3
FetK6WnZ48HltLzDxzBIwA,Art Galleries,5
Y0I6hmYunaBUMhesGsxLOg,Amusement Parks,4
9EBTKHoCH1sl3X0MX8txjg,Breakfast & Brunch,5
KYwRHe5Sy-5lQT4r99KBEg,Beauty & Spas,5
Rxx7YbSyljzSfmbqDq6A9g,Beauty & Spas,5
xkpKxhRnL9UEe0jdLRcHyw,Delis,5
JgKvY-jUUiZix2vbCWaNaA,Amusement Parks,4
UwfgmOOul1fc79IcI5h2MQ,Mexican,5
HhVNG_1NOEyxfxudd6TSCg,Mexican,4
ZvI6Y-cuUbz0uQD3uYzmNQ,Amusement Parks,4
vCbYnQ0DdpHb-vGRZVMkxg,Japanese,4
deL6e_z9xqZTIODKqnvRXQ,Amusement Parks,3
HRNysSGlkeq-Fjud0k0Y4Q,American (New),3
YUzT4077g0zQOuRy8A79Eg,Beauty & Spas,5
QyP254XCNlI7DvPsze5LQw,Restaurants,4
R63Q1rZ5titdk0War4U2ow,Shopping,1
s1rhL4OgRChhkIBbw0byDg,Nail Salons,5
6mLpSCMyM3mzfifLw95Yzw,Food,1
SWRJHxzLwxNbmnGltGvJlA,Restaurants,4
L8cvMZLWmM4qWTl9SkxJ8g,Amusement Parks,3
NzlqN1Ca9SW5z780thoiAg,Restaurants,4
KczHIt6y4jQCizfoMQpRMw,Cajun/Creole,5
zXnH6W74FAJQ7q7b-NuBsA,Event Planning & Services,4
l-tDF960t9BakjyH34XfTA,Restaurants,3
CuMYanDYb3uIq_mNVLjOUQ,Fashion,5
o94O3WM5YALHda4Mxo91Bw,Breakfast & Brunch,2
XElTNCCoy6o9ymMUg1G1RQ,Beauty & Spas,1
m2xXzkkKFxzx_yG29y3q8A,Restaurants,2
43dDYtFA9Xv37yIWcQMTQg,Beauty & Spas,5
clZnZCWWQeB2jPK11NV_sQ,Amusement Parks,3
L4wssW3_b2UAnI6uErOggA,Breakfast & Brunch,2
_bzzwH3Mfh3UO3iTe08kLA,Distilleries,5
uEvusDwoSymbJJ0auR3muQ,Breakfast & Brunch,4
irs6z6GvxaC5c8n5o_VmbQ,Restaurants,4
2r4pkGBzFdEFoCu7fOI_Tw,Japanese,4
KQ-gI-xsZzq5xeHYev6eYg,Mexican,5
taiJeRv3uvHs2vVlOT2M-A,Coffee & Tea,3
FTDkdWwfgGRdts4ZuxnSxg,American (New),4
Oi1Z1LGEPj5Ar8njz7T0ZQ,Amusement Parks,1
P239BrmNnjyQQ_waQ-yiqA,Restaurants,4
I-4a7dVRTKQpkMY92rLlFA,Doctors,5
JcdVOBYNl5wmpuV6ybJtpg,Amusement Parks,4
nefYrZL3vAdTd9SBPf8kPg,Amusement Parks,5
PmgqNO0-5Y3e3UoR61TD7w,Burgers,5
ats8qvpIrTawAhgXmDUg8w,Coffee & Tea,4
Gr-MqCunME2K_KmsAwjpTA,Pizza,5
yUyJf21ghBaVyyZHyOGGhQ,Restaurants,4
3tzdJiKyL3hBhEtyTcYjOQ,Nightlife,5
gurcmVDESVQ8X20xpw4btw,Amusement Parks,4
duvrl8AY7PqN-exdfSH5hw,Italian,5
3VyAnRqAraBK3XYcWVz9FQ,Nail Salons,1
Wiae1ZvEz8CW7YIdMOQTCw,Car Dealers,4
O9pMFJSPg80YVzpMfNikxw,Breakfast & Brunch,4
I6B_yyjbyRGoxzEy5aqkpg,Amusement Parks,1
MQkMrKA-iFYSKna05omHaQ,Restaurants,4
5D0XbEh3Em7os40vxzL-OQ,Breakfast & Brunch,4
XS9MxXLAHJz6HWSdUfA4qA,Breakfast & Brunch,2
ZiE9NxtcVBBU2ahxNHhk7Q,Restaurants,5
HNd4bKZfMtSGc_Z-9tL_SQ,Escape Games,5
ejyD3fFAFDSo14EfASBK3Q,Restaurants,5
Gmr2HHnwjhurHQFNrH0W0g,Beauty & Spas,3
jll5IjpfWOknurqUYxtsiA,Restaurants,1
NtukNM6cDbS5cXlc-nSnkA,Restaurants,3
1vdMqzJrKjZXRFMAiiUGzw,Food,4
2VKVhy1SwaixHCeiWglLUQ,Bars,2
b-BS7PbHh2GDcHoeohIVrA,Breakfast & Brunch,2
q-09xI7WhGLWuT3cvj8kEQ,Restaurants,2
43WiflwfTbmjizIfxvQ_jw,Breakfast & Brunch,3
dFHDc2t9sjuZ8cb-kEfrYw,Escape Games,4
Xe_YZP3xz_JsSaQq8czlgg,Event Planning & Services,5
mTTh17ni9X3AWfOFkku-gQ,Restaurants,5
_6UV0LvAq9G5_BGOKhmzsw,Amusement Parks,5
TC27DV09iL5KCzIA_3910Q,Nightlife,5
KL65Qt5OJzCt8LhioBw4Pg,Art Galleries,5
xd5xn0OLsaYrZfhay4J6Mw,Amusement Parks,5
uHZxYHgjxhXY7PS6g2rFsA,Restaurants,5
ofVbr0rORAs2KC6FVnRd2A,Tires,4
o5yDcEolR08ZhdhXjN1GTA,French,5
rQd5YGWdO_DoUXXDkVlW9A,Kosher,5
hfBr9kOgp3cAhppZRBaReQ,Beauty & Spas,5
3Dl4CLF_0EtuYvSWB6Q37w,Desserts,5
1N0lCDCk9mI9XIKrWt_JAQ,Event Planning & Services,5
p9Ie3UjH3L5D8wF9UkpdQA,Pet Boarding/Pet Sitting,1
Oz21pBYHtf1DkcqmcUhhAQ,Restaurants,4
JKDNtzRPomSIAiDQTckO3A,Restaurants,4
o6IunLoGHye6XicXhvMK9g,Japanese,1
yOyn9NVlp7HN8bInXGvMog,Arts & Entertainment,4
qqCVbcOU3M124wScAuPy0g,Amusement Parks,3
s8nkbQAlrVPfg1u4anGKtw,Amusement Parks,4
49V-SZCmH8i_728sfWTEzg,Restaurants,1
7-ahDxB3qUg6nf3tvfG5Nw,Restaurants,4
lzf7NsjgMOIecyzKD9eRSA,Food,5
peVsgFj0qa8SErmzIDM0lg,Restaurants,3
MDsiGeWigr_8_Lf55AvjNQ,Amusement Parks,4
CQ5s4Fm90KdO2dB97wVvKw,Beauty & Spas,5
VhPWeanUc1JuqRj9BB7OOQ,Nail Salons,4
CQPewybuIByC8wgps9CmqA,Amusement Parks,4
DMZxEUe-cK_xT2ichXeWvA,Restaurants,5
OWnXsnsaWPrNlF_X_CtNfQ,Nightlife,5
vWRWiPpnr25f7MMo6iXy1Q,Breakfast & Brunch,1
6VWcSinzrX70zwLf1vopHQ,Shopping Centers,4
R-OIRP3fi5L30wa-WAFnsQ,Taxis,5
Rttywvumr25Tldh4Ln7Udw,Restaurants,3
5VHWTXocEYwxoJe0vG1BJA,Amusement Parks,4
AXBsPgSbyjGkAqPLSwiTYg,Restaurants,4
eF0idD4G6Cup0RdnpBjj_w,Coffee & Tea,4
iTTq-wybXD0Ik_0g7E4sqQ,Restaurants,5
PGh1RQ55_lLi4A7LNZtMHg,Italian,5
BQkC6RneYfvfG6wRe0hsvQ,Art Galleries,4
90Go9OZhKs-5jpagYY8N3Q,Pizza,5
GBX-guVW0V9scmBvFZjIUw,Restaurants,5
yT_QCcnq-QGipWWuzIpvtw,Nightlife,4
7sOJ9P1dcHC-8PwPpRjrFw,Burgers,1
IQ1c1pePjdru5pc8hdsdVQ,Amusement Parks,5
RSAHZjr2yPZHZ-HhrgCrXQ,Soul Food,3
JzJotVWf9l1_8xs_uh-UhA,Kosher,5
1-2OhdlI_zmM0y6_2xKflg,Breakfast & Brunch,4
We3Bp7FXfnvBz4742UGsXQ,Italian,3
nx7twsWNlAMrsr1CBIW6AA,Mexican,5
ePcbpwc0MXl3Iorp1TqYuw,Amusement Parks,4
zQcyLdjHDttDCSueDpT1dA,Amusement Parks,4
ffZ8p5ARvfYmPRHDhkvUVw,Breakfast & Brunch,2
mnJ-UW88l5lt4bo7HPPyHw,Nightlife,3
jmCVgG2GZrOH-11m8bV9vg,American (New),5
Xeiog4urs3gv8lj06Eh9mg,Amusement Parks,5
4Nr-6nW1hwyoiHXJhpQPsg,Health & Medical,5
Z128ihQea7BLPh2T9q9sKA,Amusement Parks,4
8PMNJ_RoZOzltNJUwhfEWA,Amusement Parks,5
M67Q4I3-T-GmxG-0TIU8kA,Cajun/Creole,1
AisEChupdLdqptU_QT1-tQ,Amusement Parks,4
FWFA_5vo14sDhAB5eFH7nA,Car Dealers,4
f2c0zHEZf64GPxAcjP6pzw,Breakfast & Brunch,4
Iscb8m4XMH_ZtIKUK4P7sw,Breakfast & Brunch,3
PFSJ353lfJck0uHGGTdZ0g,American (New),2
KejEw4ZDS7UkhooiwRjxKw,Beauty & Spas,5
Z9UWiCsIX0g86zIiOTmqLQ,Amusement Parks,5
-8EnCioUmDygAbsYZmTeRQ,Amusement Parks,3
kRaJ_RuZqje3j5wOJe7R4w,Breakfast & Brunch,2
oxTjawE5b_E8pumy5IxkHA,Breakfast & Brunch,4
zy_8flMm0vzVVTnlfWk4Mg,Pizza,3
Jn5hv5T5biR56PW_DPj7JQ,Breakfast & Brunch,2
13sD6TO71SdkB_Xcn275Ug,Amusement Parks,5
Km7LKaX8NR_aPG9FSNloZw,Food,2
N044aCKJv3G5WuvwT5AJcA,Food,1
kycmV0BwP4-rPd1tEHWMDQ,Pizza,1
3nsMwcftirYRa1TX6QHrWg,Nightlife,5
mXVfKiuyCDshau8xXlHzaA,Amusement Parks,5
Q8i3ztr_5RvyZ095LTKcgg,Hair Stylists,5
zv3uF3mhC2JROTWF_994Xw,Physical Therapy,5
YsL6vAU_COmCnP0iZk0PGA,Real Estate,5
327lU0cD-Dmw8sTHv5C3RA,Breakfast & Brunch,1
UTqbNLSA4gyRdn4UiJEmNg,Restaurants,5
3veBSoBy236fU_GOUihqaA,Restaurants,4
jIFqc8uc-sv1KrzfUvGrtw,Breakfast & Brunch,4
lCXKbSVJYJpUVpZlG4FZIg,Ice Cream & Frozen Yogurt,4
eCz0yZwp4qQ2mOn82fr1Fw,Delis,5
7Q_eNRLuRhZk6HDAYmCLsg,Kosher,2
XV0_DoNj27oA5ofCC0ZfOQ,Cajun/Creole,4
1YorWW0Z-YDuYC5GplNabw,Restaurants,3
ZnISCJPvoSBxsNzvkrRNyw,Pizza,5
znMMZL0ZE0b3RXHA4Yctog,Restaurants,3
Qsu2EtNn99_oVG9bS4Miaw,Nightlife,4
qQAZCr9Qyfm7Hq8KWS_kiw,Amusement Parks,5
6u_G3Uk0kbrzDXmSvJim5Q,Italian,4
jTY03TW-IwpNwFI5Cuhfog,Restaurants,5
C81vewu_xGVD0jtuTJvlnA,Event Planning & Services,5
DFzs85LXiL3xNfzuaFAEOQ,French,3
h_N3QG5dB1B-V60u0LrMAA,Restaurants,5
LRnrSkBcWthIZDV5DMA39A,Amusement Parks,5
GdShUJpi0cL7dO0M9W4YwQ,Drugstores,1
6-Iigp6LzqUplLe16tCdrA,Amusement Parks,1
Y-KcMQKHOJZvE2ee_U_nGA,Japanese,4
-cC393xiU8tRrtSJgS_HmQ,Pizza,5
Z5J_i5p-WO7cDpEfGY73zw,Coffee & Tea,5
zal57frRjy6RtAVz3xYMGQ,Amusement Parks,4
aieGYnqX3XvGJ5gUEdrN7g,Pet Boarding/Pet Sitting,5
dfwh1DtssT9R4Hkdp0Fe1A,Fashion,5
v9IaWs0f4ughgXYbAzKesw,Pizza,5
7mGJOwDXY-uF0uBx8uFbFA,Pizza,1
FMn4KrprN-qAFAY6Jsv1zg,Amusement Parks,5
AGCKDxDA5lFmZuFwHPC9wg,Pizza,5
SqVUNVeYJblyoUz4e-Fiqw,Restaurants,4
WeVkkF5L39888IPPlRhNpg,Pool Halls,3
L9m9R0FGjjOJW-7LAjg_uw,Doctors,5
ZHs31v6HL_mEJouW-0mA2A,Kosher,5
IzbOz9Dt-Xu1jfu-fa9x2A,Amusement Parks,3
S8u8HDbrZvKn6TyxwzJnHA,Car Dealers,1
_S8cdUyga30nmP_robuZ0g,Escape Games,1
Cx4UCow0zQgFQOp47RRRaA,Event Planning & Services,4
qVGjB-dYEQKmorFUBL-eDA,Breakfast & Brunch,5
CNaaizAUc2c4WIb1M3BBPw,Arts & Entertainment,4
uV-MnRys9mk2qYynmTTNvQ,Restaurants,2
ixb4f0Flth0YobyRpca0lw,Restaurants,4
Dg_Yby8z47SjYuNyitPFMA,Noodles,5
22Y8hc4NYWPa2D6ffodddg,Restaurants,3
5ILqkAedM_FjHp0NiDZg-g,Breakfast & Brunch,2
ahXJ4DktihtIc7emzuyK7g,Breakfast & Brunch,4
OBtqOF_cBMjMa_8UozOO0g,Coffee & Tea,4
zD7nzkNvZHEA64yaE8uc2A,Pizza,5
j9KorUDDh9ZqNGcrI23xdA,American (New),2
XwaGKD7iKsrRhsQycuvgJw,Beauty & Spas,5
mx-Gmb2psXZ_xowNMHA2Hw,Food,2
bzr6BrVPxjLL4BrP0GVKzA,Italian,5
4LbWbATVK-ybc8vGMOMNhA,Amusement Parks,3
knYAbGBkGxfsnT8oue0DBQ,Restaurants,5
qujX1ST81gjvv2wkrQYeNQ,Breakfast & Brunch,4
Khc9ikK1Yat2NOlsX6_-Uw,Beauty & Spas,5
